地名id,地名,繁体地名,别名,地名类别,景观类型,地理位置,朝代,时期,经度,纬度,相关作品,相关人物,相关地点,相关事件,地名描述
1587,左所巷,左所巷,,道路,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7695,32.0453,,,,,
2797,荷花巷,荷花巷,,道路,动植物,依据《1930年代南京市实测新图》定位,近代,近代,118.7794,32.014,,,,,"荷花巷因处明代快园遗址留下的荷花塘边得名。
大荷花巷位于南京市秦淮区中华门内东侧。东起三条营，西至豆腐巷。清时因处明代快园遗址留下的荷花塘边，且巷交大，故名。——百度平台"
2461,三道高井,三道高井,,水利设施,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7755,32.0369,,,,,放下禅林在三道高井。复兴庵在炘炘园。——《金陵杂志金陵杂志续集》
2376,青石桥,青石橋,,桥梁,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.8242,32.043,,,,,
1725,三铺两桥,三鋪兩橋,,道路,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7713,32.0192,,,,,《随园食单》中记载了三铺两桥陶府酥鱼，“三铺两桥陶子仪先生自浙江辞官归里，对于饮食颇善研究。自言曾食酥鱼，得其作法，系用五寸长鲫鱼，将鳃与内部腑肠去净，放瓦钵内，用上等酱油与绍兴酒及麻油、葱与姜少许同放钵中，以文火炖至半日后，汤将干，鱼香出钵外，然后取食，骨刺皆酥而可食，其味绝佳。子仪先生之孙女为予儿媳，去岁犹为予作此酥鱼，亦甚可口也。”——《随园食单》
2087,牌楼街,牌樓街,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7646,32.0431,,,,,荆华馆在牌楼街，(今改为石鼓路。)上元田撰异上舍曾别业。曾工古文辞，汪悔翁深赏之，间谈论其中。——《金陵琐志九种下》
955,古乐游苑,古樂游苑,,古迹,愿景,九华山南,宋代,宋代,118.8014,32.0623,,,,,"古乐游苑为高级将领练武场。
中潮沟、运渎原与通合，偷泄有禁，近则启东关，亦启北关，而演武厅古乐游苑一带汪洋猕漫，太平门居民由城上行。——《留都见闻录》"
1226,昭明太子陵,昭明太子陵,,陵墓,栖霞区燕子矶太平村,人物姓氏,元代,元代,118.9268,32.1373,,,,,"元代诗人黄哲曾过昭明太子墓抚今追昔。
《过昭明太子墓》（节选）
黄哲
眇眇因怀昔，营营徒慨今。
瑶华竟衰歇，惆怅雍门琴。"
1935,晏公庙,晏公廟,,祠庙,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7367,32.0733,,,,,晏公庙位于南京市鼓楼区下关，始建于明初，兴盛于明清两个朝代，1937年后毁于日寇炮火，仅剩一进房屋。——百度百科
2030,一人巷,一人巷,,道路,其他,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7823,32.0255,,,,,又名牵牛巷，位于古南京的闹市区。该处地势高充，殿宇建筑崇宏，整体看上去酷似一条匍匐着的水牛：县衙大殿犹似牛头，大门前左右两口水井犹似牛眼，大照壁后水沟护壁中凸起的两个石孔似牛鼻，衙门对面的一条狭窄的小巷似牛绳。该巷屈曲欹斜，仅能容一人行走，俗称“一人巷”。——《南京地名趣话》
2721,大胶巷,大膠巷,,道路,其他,依据《1930年代南京市实测新图》定位,近代,近代,118.7707,32.0259,,,小胶巷、双塘、柳叶街,,"大胶巷原名茭巷，后讹称胶巷。
大胶巷，南起双塘，北至柳叶街，原名茭巷，后讹称胶巷。清初，分大、小胶巷，此为大胶巷。——《十里秦淮桥道志》"
1729,小府巷,小府巷,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7721,32.024,,,六度庵,,小府巷，位于集庆路北侧，东起船板巷，西至六度庵，长113米，宽2.4米。清《同治上江两县志》称小李府巷——《十里秦淮桥道志》
2044,兴隆巷,興隆巷,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7873,32.0217,,,,,
3007,王家巷,王家巷,,道路,人物姓氏,依据《1930年代南京市实测新图》定位,近代,近代,118.7873,32.038,,,,,"王家巷以姓氏命名。
布局上，沿街有巷，多以姓氏命名，如赵家巷、王家巷等诸多巷弄，便于行人和防火。巷口架筑土地庙，供人祝福祈祷。——《南京明清建筑》"
2702,陈家牌坊,陳家牌坊,,道路,人物姓氏,依据《1930年代南京市实测新图》定位,近代,近代,118.771,32.016,,,,,"近代，陈家牌坊有一弥勒庵。
弥勒庵一名恒善堂，在陈家牌坊，却负城墙。——《金陵古迹图考》"
525,芙蓉楼,芙蓉樓,,古迹,,据《上江两县志》，今址暂不可考,清朝,清朝,,,,,,,"清代，蓉楼遗迹犹存，文人墨客登楼赏景。
《舟中望金山寺》（节选）
王宏祚
芙蓉楼瞰银屏渡，萍蓼沙通铁瓮潮。"
830,宽征坊,寛征坊,,道路,愿景,秦淮区甘露阁一带,宋代,宋代,118.7737,32.0197,,,,,
2112,廖家巷,廖家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7827,32.041,,,,,"传曾为廖家居住地，故名。
乾隆《苏州府志》等均作廖家巷，同治《苏州府志》并注：“（在）桃花坞永昌桥东北。”"
2059,润德里,潤德里,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7827,32.0266,,,,,
3617,永清寺,永清寺,,寺观,愿景,依据《1930年代南京市实测新图》定位,近代,近代,118.7754,32.124,,,,,"日军部队占领下的南京
钮先铭没有登上橡皮舟。浦口仅剩的小火轮到下关接拥成一团的溃兵，钮先铭企图跃上，却又跌落江中。幸亏身穿棉军服，又被江流冲回南岸。满心仿徨的他，没有选择回城，信步走进了幕府山一个今天已不存在的叫永清寺的小庙，得到了守印、守志、二空等3个和尚、八卦洲人士施先生和一个老农的收留，得法名二觉。事后，钮先铭才知道，守志、守印和尚本身也是庚子年抗击八国联军失败后流浪江湖、最终遁人空门的豪杰之士!
到永清寺的第二天，日本兵前来检查，一个警察被日军发现，日军用枪猛击其脑门，然后开枪将其射杀。钮先铭惊魂未定，被日军作为和尚带往上元门一带领米，亲眼目睹成千上万的国民党军像沉默的羔羊一样被日军看押。"
1814,白衣庵,白衣庵,,道路,史实传说与作品,东起中山南路，西到绒庄街,清朝,清朝,118.7771,32.0297,,,,,"清代，白衣庵灯会最盛。
城中各庙，元夜张灯，惟府署西偏白衣庵、东城天喜长生祠为最。上新河木商所萃，春初灯会斗巧争奇，周游城市，远近观者如堵，咸盛称徽州灯云。——《金陵琐志九种下》"
868,乌刹桥,烏刹橋,,桥梁,宗教,江宁区乌刹桥,宋代,宋代,118.8902,31.7716,,,,,"乌刹桥在诗人笔下常有记载。
《乙巳岁三月为溧阳校官上府经乌刹桥和陶渊明》
仇远
一日不见山，胸次尘土积。老来志益壮，清游等畴昔。
锺山草堂古，每恨身微翮。况是佳丽地，牛马风不隔。
遑遑问征路，冉冉供吏役。渊明田可秫，肯为五斗易。
石桥跨淮水，岐路由此析。俗驾何时回，为尔谢松菊。"
2016,吴家巷,吳家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7556,32.0577,,,,,
1010,察战巷,察戰巷,,道路,游府西街、太平南路路口西侧附近,政治军事,元代,元代,118.7868,32.0397,,,,,察战是吴时官号，旧阳都有察战巷，在今县城南二里禅众寺前。或云晋庾亮拒苏峻，七战于此巷，亦名七战巷也。——《建康实录》
3446,养虎仓,養虎倉,,道路,动植物,依据《1930年代南京市实测新图》定位,近代,近代,118.7854,32.0028,,,,,《南京地名源》记载：养虎巷，又称打虎巷，明初养虎仓设于此，曾有猛虎逸出伤人，众人围而打之，故名。——《南京地名源》
3619,张王庙,張王廟,,寺观,人物姓氏,依据《1930年代南京市实测新图》定位,近代,近代,118.7737,32.1047,,,,,广东山庄始建于清道光年间，原址在三牌楼，是埋葬在军界、商界等广东籍人士的墓地。1939年原址三牌楼被侵华日军占领，广东山庄由迁至中央门外张王庙40号。1949年后，该墓园在宋庆龄以及江苏省政府的关怀下得到有效保护。墓园占地面积1万9千多平方米，埋葬近2000余座墓冢，其中有孙中山先生北伐时期的贴身卫队长冯俊及民国时期军政、商界一些有影响的广东籍人士的墓地。
1982,方家巷,方家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7808,32.0148,,,,,长生禅林在京芜公路左侧方家巷，钟刻五显禅林，而罏则刻净土禅林。寺有一正殿四偏殿，系近年新修，盖释道混合之寺宇也。——《金陵古迹图考》
1740,小仙鹤街,小仙鶴街,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7702,32.0212,,,,,仙鹤街原有大小仙鹤街，大仙鹤街，传明末清初，此处有户机房，专织锦缎，织出的丹顶鹤（仙鹤）神态逼真，色彩鲜艳，负有盛誉。一次在不能如期交货时，从锦缎上飞出两只仙鹤帮忙，很快织完，故名仙鹤街。明代《南京城图》和清同治《上元江宁县志》即有仙鹤街。民国分为大、小仙鹤街。把南起集庆路，北至营门口的近200米的街巷名称为大仙鹤街。小仙鹤街，位于集庆路北侧，东起小船板巷，折北弯曲至玉振巷，长约近一里。清同治《上元江宁县志》即有仙鹤街，民国称大、小仙鹤街，小仙鹤街为仙鹤街的一支巷。——《双塘之街巷访古》
2202,杨忠襄公墓,楊忠襄公墓,,古迹,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7781,32.0073,,,,,"是杨忠襄公的陵墓，常有后人前来凭吊。
杨忠襄公墓，在聚宝门外海公祠旁，山名土门冈。公讳邦乂，吉水人，为溧阳尹。江宁府禁卒周德叛，溧阳县卒应之，公悉擒治，进本府通判。寇犯建康，城降，公不屈，大骂就缚，剖心而死。今墓道有坊表，刻剖心处三字。墓前有石碣，刻“愿为赵氏鬼，不作他邦臣”二语。冈上有二忠祠，与文信国合祀。其裔居溧阳甚蕃衍，每春秋二祭，必至，祠墓皆修整如新，信忠烈有后云。——《金陵古迹图考》"
1726,孝顺里,孝順裡,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.771,32.0189,,,,,“自小王府巷东出为孝顺里。[道光中，李太守璋煜莅郡时，有母讼其子忤逆，太守亲训导之，化而为孝，太守嘉焉，故有是名。]”——《金陵琐志九种上》
2460,九眼井,九眼井,,其他建筑,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7852,32.0601,,,,,"清代，九眼井旁边有陶文毅种的松树
光绪戊子，江宁藩司奉新许公重建，以复旧迹。山多石骨，道光中陶文毅公种松万株，弥满山下，今所存者仅山南九眼井旁一株耳。——《金陵胜迹志》"
2631,柏家苑,柏家苑,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7656,32.0203,,,,,古萧公庙在仓坡，地近柏家苑。——《金陵古迹图考》
2039,蔡家巷,蔡家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7668,32.0853,,,,,金川河发于两源，一为鼓楼岗北麓，一为五台山北麓，两源之水北流至今山西路附近相会。至倒桥又分为数支：一支东流经蔡家巷，至工人新村又折而南流，再沿模范马路北穿过中央路，通过大树根水闸流进玄武湖，再从玄武湖北的玄武新村流出，变为南京西部的护城河；另一支西流至瓜圃桥附近，又分为两支，一支西北流穿过福建路，沿铁路北街，从金川门出城，会城外护城河之水。——《南京地名源》
